Rank,Name,Platform,Year,Genre,Critic_Score,User_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
254,Call of Duty: Black Ops,X360,2010.0,Shooter,8.8,,Activision  ,Treyarch  ,9.76,3.73,0.11,1.14,14.74
255,Pokémon Yellow: Special Pikachu Edition,GB,1999.0,Role-Playing,8.7,,Nintendo  ,Game Freak  ,5.89,5.04,3.12,0.59,14.64
256,Pokémon Omega Ruby/Pokémon Alpha Sapphire,3DS,2014.0,Role-Playing,,,Nintendo  ,Game Freak  ,4.78,3.98,3.15,0.82,12.73
257,FIFA 13,All,2012.0,Sports,,,EA Sports  ,EA Canada  ,,,,,
258,Grand Theft Auto III,All,2001.0,Action-Adventure,,,Rockstar Games  ,Rockstar North  ,,,,,
259,Halo 3,X360,2007.0,Shooter,9.6,9.5,Microsoft Game Studios  ,Bungie Studios  ,7.97,2.81,0.13,1.21,12.13
260,Lego Batman,Series,2008.0,Action-Adventure,,,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,,,
261,Everybody's Golf,Series,1998.0,Sports,,,Sony Computer Entertainment  ,Camelot Software  ,,,,,
262,Street Fighter II,All,1991.0,Fighting,,,Capcom  ,Capcom  ,,,,,
263,Dead Island,Series,2011.0,Action-Adventure,,,Deep Silver  ,Techland  ,,,,,
264,Mafia,Series,2002.0,Action-Adventure,,,Gathering of Developers  ,Illusion Softworks  ,,,,,
265,NBA 2K20,All,2019.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
266,Star Wars Battlefront (2015),All,2015.0,Shooter,,,Electronic Arts  ,EA DICE  ,,,,,
267,Yo-kai Watch,Series,2015.0,Role-Playing,,,Nintendo  ,Level 5  ,,,,,
268,Portal,All,2007.0,Puzzle,,,Valve  ,Valve  ,,,,,
269,Red Dead Redemption 2,PS4,2018.0,Action-Adventure,9.8,,Rockstar Games  ,Rockstar Games  ,5.26,6.21,0.21,2.26,13.94
270,Pokémon Legends: Arceus,NS,2022.0,Role-Playing,,,Nintendo  ,Game Freak  ,,,,,
271,Final Fantasy VII,All,1997.0,Role-Playing,,,Sony Computer Entertainment  ,Square  ,,,,,
272,Call of Duty: Black Ops II,X360,2012.0,Shooter,,,Activision  ,Treyarch  ,8.27,4.32,0.07,1.2,13.86
273,Call of Duty: Black Ops II,PS3,2012.0,Shooter,,,Activision  ,Treyarch  ,4.99,5.88,0.65,2.28,13.8
274,Fire Emblem,Series,2003.0,Strategy,,,Nintendo  ,Intelligent Systems  ,,,,,
275,Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,9.5,9.0,Activision  ,Infinity Ward  ,8.54,3.63,0.08,1.28,13.53
276,Guild Wars,Series,2005.0,MMO,,,NCSoft  ,ArenaNet  ,,,,,
277,New Super Mario Bros. 2,3DS,2012.0,Platform,7.5,,Nintendo  ,Nintendo  ,3.95,4.07,2.59,0.72,11.33
278,Call of Duty: WWII,PS4,2017.0,Shooter,8.0,,Activision  ,Sledgehammer Games  ,4.67,6.21,0.4,2.12,13.4
279,Resident Evil 5,All,2009.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
280,Dragon Ball Xenoverse,Series,2015.0,Fighting,,,Bandai Namco Games  ,Dimps Corporation  ,,,,,
281,Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,8.8,,Activision  ,Infinity Ward  ,5.54,5.78,0.49,1.54,13.35
282,Paper Mario,Series,2001.0,Role-Playing,,,Nintendo  ,Intelligent Systems  ,,,,,
283,Super Smash Bros. Brawl,Wii,2008.0,Fighting,9.2,9.7,Nintendo  ,Project Sora  ,6.64,2.57,2.67,1.03,12.91
284,New Super Mario Bros. U Deluxe,NS,2019.0,Platform,,6.6,Nintendo  ,Nintendo EPD  ,,,,,
285,Splatoon 2,NS,2017.0,Shooter,8.2,,Nintendo  ,Nintendo EPD  ,1.9,1.8,3.01,0.34,7.04
286,Rock Band,Series,2007.0,Music,,,MTV Games  ,Harmonix  ,,,,,
287,Grand Theft Auto III,PS2,2001.0,Action,9.5,,Rockstar Games  ,DMA Design  ,6.99,4.51,0.3,1.3,13.1
288,Portal 2,PC,2011.0,Shooter,9.7,,Valve  ,Valve Software  ,0.33,0.33,,0.1,0.75
289,Animal Crossing: New Leaf,3DS,2013.0,Simulation,8.6,,Nintendo  ,Nintendo EAD  ,2.46,3.06,4.9,0.48,10.9
290,ARMA,Series,2007.0,Shooter,,,505 Games  ,Bohemia Interactive  ,,,,,
291,Minecraft,X360,2013.0,Misc,,,Microsoft Studios  ,Mojang  ,5.96,2.94,0.02,0.9,9.82
292,Scribblenauts,Series,2009.0,Puzzle,,,Warner Bros. Interactive Entertainment  ,5th Cell  ,,,,,
293,Stardew Valley,PC,2016.0,Simulation,9.2,,Chucklefish  ,ConcernedApe  ,,,,,
294,Super Mario 3D Land,3DS,2011.0,Platform,8.9,,Nintendo  ,Nintendo EAD Tokyo  ,5.1,3.46,2.15,0.85,11.56
295,Super Mario Galaxy,Wii,2007.0,Platform,9.7,9.6,Nintendo  ,Nintendo EAD Tokyo  ,6.06,3.38,1.2,0.76,11.4
296,Pokémon Heart Gold / Soul Silver Version,DS,2010.0,Role-Playing,8.6,,Nintendo  ,Game Freak  ,4.34,2.72,3.96,0.76,11.78
297,Call of Duty: Black Ops,PS3,2010.0,Shooter,8.7,,Activision  ,Treyarch  ,6.01,4.4,0.48,1.78,12.67
298,Grand Theft Auto V,PC,2015.0,Action,,,Rockstar Games  ,Rockstar North  ,0.48,0.76,,0.1,1.33
299,Fable,Series,2004.0,Role-Playing,,,Microsoft Game Studios  ,Big Blue Box  ,,,,,
300,Batman: Arkham City,All,2011.0,Action-Adventure,,,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,,,
301,Myst,Series,1993.0,Adventure,,,Broderbund  ,"Cyan, Inc.  ",,,,,
302,Rust,All,2018.0,Action-Adventure,,,Facepunch Studios  ,Facepunch Studios  ,,,,,
303,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,,,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,1.48,2.82,0.28,0.81,5.39
304,Mario Golf,Series,1991.0,Sports,,,Nintendo  ,Nintendo  ,,,,,
305,Mario & Luigi,Series,2003.0,Role-Playing,,,Nintendo  ,AlphaDream  ,,,,,
306,Metro,Series,2010.0,Shooter,,,THQ  ,4a-games  ,,,,,
307,Wario,Series,1994.0,Platform,,,Nintendo  ,Nintendo  ,,,,,
308,Resident Evil 4,All,2005.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
309,7 Days to Die,All,2013.0,Role-Playing,,,The Fun Pimps   ,The Fun Pimps  ,,,,,
310,Assassin's Creed III,All,2012.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
311,Assetto Corsa,All,2014.0,Racing,,,Kunos Simulazioni  ,Kunos Simulazioni  ,,,,,
312,Bomberman,Series,1987.0,Puzzle,,,Hudson Soft  ,Hudson Soft  ,,,,,
313,Cooking Mama,Series,2006.0,Simulation,,,Majesco Entertainment  ,Cooking Mama Limited  ,,,,,
314,Diablo III,PC,2012.0,Role-Playing,9.0,,Blizzard Entertainment  ,Blizzard Entertainment  ,2.5,2.23,,0.53,5.26
315,Half-Life 2,PC,2004.0,Shooter,9.7,,VU Games  ,Valve Software  ,2.28,0.02,0.08,,2.37
316,Jak and Daxter,Series,2001.0,Action-Adventure,,,Sony Computer Entertainment  ,Naughty Dog  ,,,,,
317,Left 4 Dead,Series,2008.0,Shooter,,,Valve  ,Valve  ,,,,,
318,Mortal Kombat 11,All,2019.0,Fighting,,,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,,,
319,NBA 2K19,All,2018.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
320,Pokémon FireRed / LeafGreen Version,GBA,2004.0,Role-Playing,8.3,,Nintendo  ,Game Freak  ,4.34,2.65,3.15,0.35,10.49
321,SOCOM,Series,2002.0,Shooter,,,Sony Computer Entertainment  ,Zipper Interactive  ,,,,,
322,World of Warcraft,PC,2004.0,MMO,9.2,8.0,Blizzard Entertainment  ,Blizzard Entertainment  ,0.12,6.24,,,6.35
323,Gran Turismo 5,PS3,2010.0,Racing,8.3,,Sony Computer Entertainment  ,Polyphony Digital  ,2.96,4.87,0.81,2.1,10.75
324,Super Mario 64,N64,1996.0,Platform,9.7,9.2,Nintendo  ,Nintendo EAD  ,6.91,2.85,1.91,0.23,11.89
325,FIFA 18,PS4,2017.0,Sports,8.3,,EA Sports  ,EA Vancouver  ,1.27,8.64,0.15,1.73,11.8
326,The Last of Us Remastered,PS4,2014.0,Action-Adventure,9.5,,Sony Computer Entertainment  ,Naughty Dog  ,2.7,2.86,0.11,1.1,6.77
327,Gran Turismo 4,PS2,2005.0,Racing,8.7,,Sony Computer Entertainment  ,Polyphony Digital  ,3.01,0.01,1.1,7.53,11.66
328,Animal Crossing: Wild World,DS,2005.0,Simulation,8.5,,Nintendo  ,Nintendo EAD  ,2.5,3.46,5.33,0.86,12.14
329,The Room,Series,2012.0,Puzzle,,,Fireproof Games  ,Fireproof Games  ,,,,,
330,Max Payne,Series,2001.0,Shooter,,,Gathering of Developers  ,Remedy Entertainment  ,,,,,
331,Luigi's Mansion 3,NS,2019.0,Action-Adventure,,,Nintendo  ,"Next Level Games, Inc.  ",,,,,
332,Resident Evil 7,All,2017.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
333,Taiko no Tatsujin,Series,2004.0,Music,,,Namco  ,Bandai Namco Studios  ,,,,,
334,Dragon Age,Series,2009.0,Role-Playing,,,Electronic Arts  ,BioWare  ,,,,,
335,Monster Hunter Rise,All,2021.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
336,Super Mario Land 2: 6 Golden Coins,GB,1992.0,Platform,9.0,,Nintendo  ,Nintendo R&D1  ,6.16,2.04,2.69,0.29,11.18
337,Wii Party,Series,2010.0,Party,,,Nintendo  ,NDcube  ,,,,,
338,Grand Theft Auto IV,X360,2008.0,Action,10.0,,Rockstar Games  ,Rockstar North  ,6.8,3.11,0.14,1.04,11.09
339,Big Brain Academy,Series,2006.0,Puzzle,,,Nintendo  ,Nintendo  ,,,,,
340,Super Mario 64 DS,DS,2004.0,Platform,8.6,,Nintendo  ,Nintendo EAD  ,0.01,0.0,1.25,,1.26
341,Super Mario 64 DS,DS,2004.0,Platform,,,Nintendo  ,Nintendo EAD  ,5.01,3.08,1.25,0.97,10.32
342,BioShock Infinite,All,2013.0,Shooter,,,2K Games  ,Irrational Games  ,,,,,
343,Civilization VI,All,2016.0,Strategy,,,2K Games  ,Firaxis Games  ,,,,,
344,Dance Dance Revolution,Series,1998.0,Music,,,Konami  ,Konami  ,,,,,
345,Fall Guys: Ultimate Knockout,PC,2020.0,Party,,,Devolver Digital  ,Mediatonic  ,,,,,
346,Lego Batman: The Videogame,All,2008.0,Action-Adventure,,,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,,,
347,Mortal Kombat X,All,2015.0,Fighting,,,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,,,
348,NBA 2K21,All,2020.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
349,Need for Speed: Underground 2,All,2004.0,Racing,,,Electronic Arts  ,EA Black Box  ,,,,,
350,Sniper: Ghost Warrior,Series,2008.0,Shooter,,,City Interactive  ,CI Games  ,,,,,
351,StarCraft,PC,1998.0,Strategy,8.7,,Blizzard Entertainment  ,Blizzard Entertainment  ,0.0,0.04,,0.01,0.05
352,Tomb Raider (2013),All,2013.0,Action-Adventure,,,Square Enix  ,Crystal Dynamics  ,,,,,
353,FIFA 17,PS4,2016.0,Sports,8.9,,Electronic Arts  ,EA Canada  ,1.26,7.95,0.12,1.61,10.94
354,Need for Speed: ProStreet,All,2007.0,Racing,,,Electronic Arts  ,EA Black Box  ,,,,,
355,Gran Turismo,PS,1998.0,Racing,9.5,,Sony Computer Entertainment  ,Polyphony Digital  ,4.02,3.87,2.54,0.52,10.95
356,Resident Evil 6,All,2012.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
357,Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,9.5,,Activision  ,Infinity Ward  ,4.99,3.66,0.38,1.59,10.61
358,Grand Theft Auto IV,PS3,2008.0,Action,10.0,9.0,Rockstar Games  ,Rockstar North  ,4.79,3.73,0.44,1.62,10.57
359,Super Mario All-Stars,SNES,1993.0,Platform,,9.5,Nintendo  ,Nintendo EAD  ,5.99,2.15,2.12,0.29,10.55
360,Rocket League,Series,2015.0,Sports,,,Psyonix  ,Psyonix  ,,,,,
361,Rocket League,All,2015.0,Sports,,,Psyonix  ,Psyonix  ,,,,,
362,Tomodachi,Series,2014.0,Simulation,,,Nintendo  ,Nintendo  ,,,,,
363,Call of Duty: Ghosts,X360,2013.0,Shooter,6.9,,Activision  ,Infinity Ward  ,6.76,2.64,0.04,0.98,10.41
364,Star Fox,Series,1993.0,Shooter,,,Nintendo  ,Nintendo  ,,,,,
365,Nobunaga's Ambition,Series,1983.0,Strategy,,,KOEI  ,Koei  ,,,,,
366,Call of Duty: Ghosts,PS3,2013.0,Shooter,7.5,,Activision  ,Infinity Ward  ,4.11,4.01,0.39,1.62,10.13
367,Resident Evil 2 (2019),All,2019.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
368,SaGa,Series,1990.0,Role-Playing,,,Sunsoft  ,Square  ,,,,,
369,Assassin's Creed Odyssey,All,2018.0,Action-Adventure,,,Ubisoft  ,Ubisoft Quebec  ,,,,,
370,Assassin's Creed Origins,All,2017.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
371,Assassin's Creed Unity,All,2014.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
372,Broken Sword,Series,1996.0,Adventure,,,Virgin Interactive  ,Revolution Software  ,,,,,
373,Buzz!,Series,2005.0,Party,,,Sony Computer Entertainment Europe  ,Relentless Software  ,,,,,
374,Crash Bandicoot N. Sane Trilogy,All,2017.0,Platform,,,Activision  ,Vicarious Visions  ,,,,,
375,Dark Souls III,All,2016.0,Role-Playing,,,Bandai Namco Entertainment  ,From Software  ,,,,,
376,Far Cry 3,All,2012.0,Shooter,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
377,Far Cry 4,All,2014.0,Shooter,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
378,Far Cry 5,All,2018.0,Shooter,,,Ubisoft  ,Ubisoft  ,,,,,
379,FIFA 10,All,2009.0,Sports,,,EA Sports  ,EA Canada  ,,,,,
380,FIFA 12,All,2011.0,Sports,,,EA Sports  ,EA Canada  ,,,,,
381,Final Fantasy XV,All,2016.0,Role-Playing,,,Square Enix  ,Square Enix  ,,,,,
382,Horizon: Zero Dawn,PS4,2017.0,Action-Adventure,9.1,8.0,Sony Interactive Entertainment  ,Guerrilla Games  ,2.2,2.43,0.28,0.92,5.82
383,Just Dance 2,Wii,2010.0,Misc,7.3,,Ubisoft  ,Ubisoft Paris  ,5.8,2.86,0.01,0.77,9.45
384,Just Dance 3,Wii,2011.0,Misc,7.5,,Ubisoft  ,Ubisoft Paris  ,5.95,3.13,,1.06,10.14
385,Killing Floor,Series,2009.0,Shooter,,,Tripwire Interactive  ,Tripwire Interactive  ,,,,,
386,Marvel vs. Capcom,Series,1996.0,Fighting,,,Capcom  ,Capcom  ,,,,,
387,MX vs. ATV,Series,2001.0,Racing,,,Sony Computer Entertainment  ,Rainbow Studios  ,,,,,
388,NBA 2K18,All,2017.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
389,NBA 2K22,All,2021.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
390,Pitfall,Series,1982.0,Platform,,,Activision  ,Activision  ,,,,,
391,Pokémon Scarlet / Violet,NS,2022.0,Role-Playing,,,Nintendo  ,Game Freak  ,,,,,
392,RollerCoaster Tycoon 3,PC,2004.0,Strategy,8.3,,Atari  ,Frontier Developments  ,0.01,0.22,,0.02,0.26
393,Star Wars Jedi: Fallen Order,All,2019.0,Action-Adventure,,,Electronic Arts  ,Respawn Entertainment  ,,,,,
394,The Last of Us Part II,PS4,2020.0,Action,,,Sony Interactive Entertainment  ,Naughty Dog  ,,,,,
395,The Settlers,Series,1993.0,Strategy,,,Blue Byte  ,Blue Byte  ,,,,,
396,The Sims 3,All,2009.0,Simulation,,,Electronic Arts  ,Maxis  ,,,,,
397,Titanfall,All,2014.0,Shooter,,,Electronic Arts  ,Respawn Entertainment  ,,,,,
398,Tom Clancy's Ghost Recon Wildlands,All,2017.0,Shooter,,,Ubisoft  ,Ubisoft Paris  ,,,,,
399,Tom Clancy's Rainbow Six Siege,All,2015.0,Shooter,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
400,Tom Clancy's The Division,All,2016.0,Shooter,,,Ubisoft  ,Massive Entertainment  ,,,,,
401,Tom Clancy's The Division 2,All,2019.0,Shooter,,,Ubisoft  ,Massive Entertainment  ,,,,,
402,Valheim,PC,2021.0,Action-Adventure,,,Coffee Stain Publishing  ,Iron Gate AB  ,,,,,
403,Watch Dogs,All,2014.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
404,Watch Dogs 2,All,2016.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
405,Halo: Reach,X360,2010.0,Shooter,9.3,,Microsoft Game Studios  ,Bungie  ,7.08,2.01,0.08,0.8,9.97
406,Portal,PC,2008.0,Shooter,9.0,,Valve Corporation  ,Valve Software  ,,0.0,,0.0,0.01
407,Halo 4,X360,2012.0,Shooter,,,Microsoft Studios  ,343 Industries  ,6.72,2.36,0.04,0.83,9.96
408,The Binding of Isaac,Series,2011.0,Action,,,Edmund McMillen  ,Edmund McMillen  ,,,,,
409,Final Fantasy VII,PS,1997.0,Role-Playing,9.6,9.5,Sony Computer Entertainment  ,SquareSoft  ,3.01,2.47,3.28,0.96,9.72
410,Mario Kart 64,N64,1997.0,Racing,8.5,,Nintendo  ,Nintendo EAD  ,5.55,1.94,2.23,0.15,9.87
411,Ghost of Tsushima,All,2020.0,Action-Adventure,,,Sony Interactive Entertainment  ,Sucker Punch  ,,,,,
412,Dead or Alive,Series,1998.0,Fighting,,,Tecmo  ,Team Ninja  ,,,,,
413,Monster Hunter World: Iceborne,All,2019.0,Role-Playing,,,Capcom  ,Capcom  ,,,,,
414,Super Smash Bros. for 3DS,3DS,2014.0,Fighting,8.4,,Nintendo  ,Bandai Namco Games  ,3.73,1.5,2.55,0.54,8.32
415,Ace Attorney,Series,2005.0,Adventure,,,Capcom  ,Capcom  ,,,,,
416,Final Fantasy VIII,All,1999.0,Role-Playing,,,Square  ,Square  ,,,,,
417,Street Fighter IV,All,2009.0,Fighting,,,Capcom  ,Capcom / Dimps Corporation  ,,,,,
418,Carnival Games,Series,2007.0,Party,,,Global Star Software  ,Cat Daddy Games  ,,,,,
419,Super Mario 3D World + Bowser's Fury,NS,2021.0,Platform,,,Nintendo  ,Nintendo  ,,,,,
420,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,9.6,9.0,Activision  ,Infinity Ward  ,5.98,2.39,0.13,0.91,9.41
421,Gran Turismo 2,PS,1999.0,Racing,9.2,,Sony Computer Entertainment  ,Polyphony Digital  ,3.88,3.42,1.69,0.5,9.49
422,Wii Party,Wii,2010.0,Misc,7.0,,Nintendo  ,"Nd Cube Co., Ltd.  ",1.75,3.51,2.49,0.66,8.41
423,Call of Duty: Black Ops IIII,PS4,2018.0,Shooter,,,Activision  ,Treyarch  ,4.05,3.28,0.5,1.49,9.32
424,Mario Party DS,DS,2007.0,Misc,7.1,,Nintendo  ,Hudson Soft  ,4.4,1.86,1.98,0.69,8.93
425,Donkey Kong Country,SNES,1994.0,Platform,9.0,,Nintendo  ,Rare Ltd.  ,4.36,1.71,3.0,0.23,9.3
426,Half-Life,PC,1998.0,Shooter,9.5,,Sierra Entertainment  ,Valve Software  ,4.03,0.0,0.09,,4.12
427,Uncharted 3: Drake's Deception,PS3,2011.0,Action,9.3,6.3,Sony Computer Entertainment  ,Naughty Dog  ,2.77,2.81,0.19,1.06,6.84
428,NieR,Series,2010.0,Action-Adventure,,,Square Enix  ,Cavia  ,,,,,
429,FIFA 19,PS4,2018.0,Sports,,,Electronic Arts  ,EA Sports  ,0.84,6.87,0.1,1.34,9.15
430,Pokémon: Ultra Sun and Ultra Moon,3DS,2017.0,Role-Playing,8.1,,Nintendo  ,Game Freak  ,2.46,1.74,2.55,0.4,7.15
431,Super Mario 3D All-Stars,NS,2020.0,Platform,,,Nintendo  ,Nintendo  ,,,,,
432,Rust,PC,2018.0,Action-Adventure,6.1,,Facepunch Studios  ,Facepunch Studios  ,,,,,
433,Assassin's Creed II,All,2009.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
434,Battlefield: Bad Company 2,All,2010.0,Shooter,,,Electronic Arts  ,EA DICE  ,,,,,
435,Harry Potter and the Chamber of Secrets,All,2002.0,Action-Adventure,,,Electronic Arts  ,EA UK  ,,,,,
436,Payday,Series,2011.0,Shooter,,,Daybreak Games  ,Overkill Software  ,,,,,
437,Silent Hill,Series,1999.0,Action-Adventure,,,Konami  ,Konami Computer Entertainment Tokyo  ,,,,,
438,Star Wars Battlefront II (2017),All,2017.0,Shooter,,,Electronic Arts  ,EA DICE  ,,,,,
439,Tekken 7,All,2015.0,Fighting,,,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,,,,
440,The Experience,Series,2010.0,Music,,,Ubisoft  ,Ubisoft  ,,,,,
441,Ninja Gaiden,Series,1988.0,Action,,,Tecmo  ,Tecmo  ,,,,,
442,Need for Speed: Undercover,All,2008.0,Racing,,,Electronic Arts  ,EA Black Box  ,,,,,
443,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,9.3,,Bethesda Softworks  ,Bethesda Game Studios  ,5.1,2.83,0.1,0.85,8.88
444,Mario Party 8,Wii,2007.0,Misc,6.5,,Nintendo  ,Hudson Soft  ,3.74,2.27,1.58,0.7,8.3
445,Megami Tensei,Series,2004.0,Role-Playing,,,Atlus  ,Atlus  ,,,,,
446,Monster Hunter Generations,All,2016.0,Role-Playing,,,Capcom  ,Capcom  ,,,,,
447,Xeno,Series,1998.0,Role-Playing,,,Square  ,Square  ,,,,,
448,Super Mario Kart,SNES,1992.0,Racing,10.0,,Nintendo  ,Nintendo EAD  ,3.54,1.24,3.81,0.18,8.76
449,Grand Theft Auto V,XOne,2014.0,Action,9.0,9.0,Rockstar Games  ,Rockstar North  ,4.7,3.25,0.01,0.76,8.72
450,Naruto Shippuden: Ultimate Ninja Storm 4,All,2016.0,Fighting,,,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,
451,Final Fantasy VIII,PS,1999.0,Role-Playing,9.4,,Square EA  ,SquareSoft  ,2.28,1.72,3.63,0.23,7.86
452,Final Fantasy X,PS2,2001.0,Role-Playing,9.0,10.0,Square  ,SquareSoft  ,2.91,2.07,2.73,0.33,8.05
453,Monument Valley,Series,2014.0,Puzzle,,,Ustwo Games  ,Ustwo Games  ,,,,,
454,Pokémon Black 2 and White 2,DS,2012.0,Role-Playing,8.0,8.3,Nintendo  ,Game Freak  ,2.79,1.79,3.16,0.43,8.16
455,NBA 2K17,All,2016.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
456,Onimusha,Series,2001.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
457,Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,,,Activision  ,Infinity Ward  ,3.11,3.83,0.19,1.36,8.48
458,Fallout 4,PS4,2015.0,Role-Playing,8.6,,Bethesda Softworks  ,Bethesda Game Studios  ,2.91,3.97,0.27,1.34,8.48
459,Mario Kart 8,WiiU,2014.0,Racing,8.8,,Nintendo  ,Nintendo  ,3.22,2.55,1.39,0.54,7.69
460,Tekken 3,PS,1998.0,Fighting,9.6,,Namco  ,Namco  ,3.27,2.22,1.4,0.29,7.16
461,Monster Hunter 4,All,2015.0,Role-Playing,,,Capcom  ,Capcom  ,,,,,
462,FIFA 16,PS4,2015.0,Sports,8.5,,EA Sports  ,EA Canada  ,1.15,5.77,0.07,1.23,8.22
463,Lego Star Wars II: The Original Trilogy,All,2006.0,Action-Adventure,,,LucasArts  ,TT Games  ,,,,,
464,The Last of Us,PS3,2013.0,Action-Adventure,9.5,,Sony Computer Entertainment America  ,Naughty Dog  ,2.41,2.57,0.29,0.99,6.27
465,GoldenEye 007,N64,1997.0,Shooter,9.8,,Nintendo  ,Rare Ltd.  ,5.8,2.01,0.13,0.15,8.09
466,Mario Party Superstars,NS,2021.0,Party,,,Nintendo  ,Nintendo  ,,,,,
467,Star Wars Battlefront (2015),PS4,2015.0,Shooter,7.1,,Electronic Arts  ,EA DICE  ,3.31,3.19,0.23,1.3,8.03
468,FIFA 13,PS3,2012.0,Sports,,,EA Sports  ,EA Canada  ,1.07,5.13,0.13,1.68,8.01
469,Assassin's Creed,All,2007.0,Action-Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,,,,
470,Cars,All,2006.0,Racing,,,THQ  ,Rainbow Studios  ,,,,,
471,Dragon Ball FighterZ,All,2018.0,Fighting,,,Bandai Namco Entertainment  ,Arc System Works  ,,,,,
472,Dragon Ball Xenoverse 2,All,2016.0,Role-Playing,,,Bandai Namco Entertainment  ,Dimps Corporation  ,,,,,
473,Ghost of Tsushima,PS4,2020.0,Action-Adventure,8.8,,Sony Interactive Entertainment  ,Sucker Punch  ,,,,,
474,Grand Theft Auto: Liberty City Stories,All,2005.0,Action-Adventure,,,Rockstar Games  ,Rockstar Leeds/North  ,,,,,
475,Guitar Hero III: Legends of Rock,All,2007.0,Music,,,Activision  ,Neversoft  ,,,,,
476,Halo 2,XB,2004.0,Shooter,9.6,,Microsoft Game Studios  ,Bungie Studios  ,6.82,1.53,0.05,0.08,8.49
477,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,8.0,,Electronic Arts  ,Argonaut Games  ,1.37,2.0,0.14,0.22,3.73
478,Inazuma Eleven,Series,2008.0,Role-Playing,,,Level 5  ,Level 5  ,,,,,
479,Kinect Sports,Series,2010.0,Sports,,,Microsoft Game Studios  ,Rare  ,,,,,
480,Moto Racer,Series,1997.0,Racing,,,Electronic Arts  ,SK Software International  ,,,,,
481,NBA 2K16,All,2015.0,Sports,,,2K Sports  ,Visual Concepts  ,,,,,
482,Romance of the Three Kingdoms,Series,1985.0,Strategy,,,KOEI  ,Koei  ,,,,,
483,Samurai Warriors,Series,2004.0,Action,,,KOEI  ,Omega Force  ,,,,,
484,Sid Meier's Civilization V,PC,2010.0,Strategy,8.9,,2K Games  ,Firaxis Games  ,1.0,0.53,,0.17,1.7
485,Unreal,Series,1998.0,Shooter,,,GT Interactive  ,Epic Games  ,,,,,
486,The Sims 3,PC,2009.0,Simulation,8.5,,Electronic Arts  ,EA Redwood Shores  ,1.01,6.46,,0.5,7.96
487,Splatoon 3,NS,2022.0,Shooter,,,Nintendo  ,Nintendo  ,,,,,
488,Super Mario Maker 2,NS,2019.0,Platform,,,Nintendo  ,Nintendo  ,,,,,
489,FIFA 09,All,2008.0,Sports,,,EA Sports  ,EA Canada  ,,,,,
490,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,8.8,,Rockstar Games  ,Rockstar Leeds  ,2.9,2.83,0.24,1.74,7.72
491,Final Fantasy XII,All,2006.0,Role-Playing,,,Square Enix  ,Square Enix  ,,,,,
492,Final Fantasy XIII,All,2010.0,Role-Playing,,,Square Enix  ,Square Enix  ,,,,,
493,Monster Hunter Rise,NS,2021.0,Action-Adventure,,,Capcom  ,Capcom  ,,,,,
